day,open,high,low,close,volume,entry,20daymax,maxday,HoldDays,ProfitRate,preday,preopen,prehigh,prelow,preclose,prevolume
2019/7/25,52.2225,52.310001,51.682499,51.755001,55638400,51.7452492,55.342499,2019/7/31,6,6.952%,2019/7/24,51.9175,52.287498,51.7925,52.1675,59966400
2019/2/1,41.740002,42.244999,41.482498,41.630001,130672400,41.5587481,44.4375,2019/3/4,31,6.927%,2019/1/31,41.5275,42.25,41.139999,41.610001,162958400
2020/1/9,76.809998,77.607498,76.550003,77.407501,170108400,76.6557525,81.962502,2020/1/29,20,6.923%,2020/1/8,74.290001,76.110001,74.290001,75.797501,132079200
2019/8/21,53.247501,53.412498,52.900002,53.16,86141600,52.9512516,56.605,2019/9/12,22,6.900%,2019/8/20,52.720001,53.337502,52.580002,52.59,107537200
2019/6/25,49.607498,49.814999,48.822498,48.892502,84281200,48.9217481,52.287498,2019/7/24,29,6.880%,2019/6/24,49.634998,50.040001,49.5425,49.645,72881600
2019/6/10,47.952499,48.842499,47.904999,48.145,104883600,47.998749,51.27,2019/7/5,25,6.815%,2019/6/7,46.627499,47.98,46.442501,47.537498,122737600
2019/5/13,46.927502,47.369999,45.712502,46.43,229722400,45.8782517,49,2019/6/11,29,6.804%,2019/5/10,49.355,49.712502,48.192501,49.294998,164834800
2019/6/28,49.669998,49.875,49.262501,49.48,124442400,49.3237509,52.66,2019/7/29,31,6.764%,2019/6/27,50.072498,50.392502,49.892502,49.935001,83598800
2019/7/24,51.9175,52.287498,51.7925,52.1675,59966400,51.8419998,55.342499,2019/7/31,7,6.752%,2019/7/23,52.115002,52.227501,51.822498,52.209999,73420800
2019/7/26,51.869999,52.432499,51.785,51.935001,70475600,51.8497499,55.342499,2019/7/31,5,6.736%,2019/7/25,52.2225,52.310001,51.682499,51.755001,55638400
2019/7/23,52.115002,52.227501,51.822498,52.209999,73420800,51.8629983,55.342499,2019/7/31,8,6.709%,2019/7/22,50.912498,51.807499,50.9025,51.805,89111600
2020/11/13,119.440002,119.669998,117.870003,119.260002,81581900,118.0500025,125.949997,2020/12/9,26,6.692%,2020/11/12,119.620003,120.529999,118.57,119.209999,103162300
2020/12/22,131.610001,134.410004,129.649994,131.880005,168904800,130.125995,138.789993,2020/12/29,7,6.658%,2020/12/21,125.019997,128.309998,123.449997,128.229996,121251600
2019/11/15,65.919998,66.445,65.752502,66.440002,100206400,65.8217518,70.197502,2019/12/16,31,6.648%,2019/11/14,65.9375,66.220001,65.525002,65.660004,89182800
2019/7/30,52.189999,52.540001,51.827499,52.195,135742800,51.8987492,55.342499,2019/7/31,1,6.636%,2019/7/29,52.115002,52.66,52.110001,52.419998,86693600
2019/1/31,41.5275,42.25,41.139999,41.610001,162958400,41.2509991,43.967499,2019/2/25,25,6.585%,2019/1/30,40.8125,41.537498,40.057499,41.3125,244439200
2020/10/23,116.389999,116.550003,114.279999,115.040001,82572600,114.5069994,121.989998,2020/11/9,17,6.535%,2020/10/22,117.449997,118.040001,114.589996,115.75,101988000
2019/11/18,66.449997,66.857498,66.057503,66.775002,86703200,66.1375025,70.442497,2019/12/17,29,6.509%,2019/11/15,65.919998,66.445,65.752502,66.440002,100206400
2019/4/26,51.224998,51.25,50.529999,51.075001,74596400,50.6019991,53.827499,2019/5/1,5,6.374%,2019/4/25,51.7075,51.939999,51.279999,51.32,74172800
2020/9/10,120.360001,120.5,112.5,113.489998,182274400,113.3,120.5,2020/9/10,0,6.355%,2020/9/9,117.260002,119.139999,115.260002,117.32,176940500
2020/9/8,113.949997,118.989998,112.68,112.82,231366600,113.3109998,120.5,2020/9/10,2,6.344%,2020/9/4,120.07,123.699997,110.889999,120.959999,332607200
2019/4/22,50.7075,51.235001,50.584999,51.1325,77758000,50.6499992,53.827499,2019/5/1,9,6.273%,2019/4/18,50.779999,51.037498,50.630001,50.965,96783200
2020/10/27,115.489998,117.279999,114.540001,116.599998,92276800,114.8140008,121.989998,2020/11/9,13,6.250%,2020/10/26,114.010002,116.550003,112.879997,115.050003,111850700
2019/4/18,50.779999,51.037498,50.630001,50.965,96783200,50.6707507,53.827499,2019/5/1,13,6.230%,2019/4/17,49.884998,50.845001,49.6525,50.782501,115627200
2019/2/8,42.247501,42.665001,42.105,42.602501,95280000,42.1610001,44.779999,2019/3/11,31,6.212%,2019/2/7,43.099998,43.485001,42.584999,42.735001,126966800
2020/1/10,77.650002,78.167503,77.0625,77.582497,140644800,77.1730003,81.962502,2020/1/29,19,6.206%,2020/1/9,76.809998,77.607498,76.550003,77.407501,170108400
2020/9/3,126.910004,128.839996,120.5,120.879997,257599600,121.3339996,128.839996,2020/9/3,0,6.186%,2020/9/2,137.589996,137.979996,127,131.399994,200119000
2020/10/22,117.449997,118.040001,114.589996,115.75,101988000,114.9349965,121.989998,2020/11/9,18,6.138%,2020/10/21,116.669998,118.709999,116.449997,116.870003,89946000
2019/11/19,66.974998,67,66.347504,66.572502,76167200,66.4127536,70.474998,2019/12/18,29,6.117%,2019/11/18,66.449997,66.857498,66.057503,66.775002,86703200
2019/8/2,51.3825,51.607498,50.407501,51.005001,163448400,50.5275007,53.610001,2019/8/22,20,6.101%,2019/8/1,53.474998,54.5075,51.685001,52.107498,216071600
2019/7/29,52.115002,52.66,52.110001,52.419998,86693600,52.1650009,55.342499,2019/7/31,2,6.091%,2019/7/26,51.869999,52.432499,51.785,51.935001,70475600
2020/11/12,119.620003,120.529999,118.57,119.209999,103162300,118.7659999,125.949997,2020/12/9,27,6.049%,2020/11/11,117.190002,119.629997,116.440002,119.489998,112295000
2020/12/23,132.160004,132.429993,130.779999,130.960007,88223700,130.9449984,138.789993,2020/12/29,6,5.991%,2020/12/22,131.610001,134.410004,129.649994,131.880005,168904800
2019/2/4,41.852501,42.915001,41.82,42.8125,125982000,41.9295001,44.4375,2019/3/4,28,5.981%,2019/2/1,41.740002,42.244999,41.482498,41.630001,130672400
2019/6/12,48.487499,48.9925,48.3475,48.547501,73012800,48.412,51.27,2019/7/5,23,5.903%,2019/6/11,48.715,49,48.400002,48.702499,107731600
2019/6/26,49.442501,50.247501,49.337502,49.950001,104270000,49.4285019,52.310001,2019/7/25,29,5.830%,2019/6/25,49.607498,49.814999,48.822498,48.892502,84281200
2019/6/11,48.715,49,48.400002,48.702499,107731600,48.4600018,51.27,2019/7/5,24,5.799%,2019/6/10,47.952499,48.842499,47.904999,48.145,104883600
2019/6/13,48.674999,49.197498,48.400002,48.537498,86698400,48.4797516,51.27,2019/7/5,22,5.755%,2019/6/12,48.487499,48.9925,48.3475,48.547501,73012800
2020/1/15,77.962502,78.875,77.387497,77.834999,121923600,77.5362473,81.962502,2020/1/29,14,5.709%,2020/1/14,79.175003,79.392502,78.042503,78.169998,161954400
2020/3/3,75.917503,76,71.449997,72.330002,319475600,71.9049973,76,2020/3/3,0,5.695%,2020/3/2,70.57,75.360001,69.43,74.702499,341397200
2020/2/26,71.6325,74.470001,71.625,73.162498,198054800,71.9095001,76,2020/3/3,6,5.688%,2020/2/25,75.237503,75.6325,71.532501,72.019997,230673600
2020/12/24,131.320007,133.460007,131.100006,131.970001,54930100,131.3360061,138.789993,2020/12/29,5,5.676%,2020/12/23,132.160004,132.429993,130.779999,130.960007,88223700
2020/3/10,69.285004,71.610001,67.342499,71.334999,285290000,67.7692492,71.610001,2020/3/10,0,5.667%,2020/3/9,65.9375,69.522499,65.75,66.542503,286744800
2020/11/5,117.949997,119.620003,116.870003,119.029999,126387100,117.145003,123.779999,2020/12/3,28,5.664%,2020/11/4,114.139999,115.589996,112.349998,114.949997,138235500
2020/1/31,80.232498,80.669998,77.072502,77.377502,199588400,77.4322516,81.805,2020/2/12,12,5.647%,2020/1/30,80.135002,81.022499,79.6875,80.967499,126743200
2020/2/25,75.237503,75.6325,71.532501,72.019997,230673600,71.9425009,76,2020/3/3,7,5.640%,2020/2/24,74.315002,76.044998,72.307503,74.544998,222195200
2019/4/29,51.099998,51.4925,50.965,51.1525,88818800,51.01775,53.827499,2019/5/1,2,5.507%,2019/4/26,51.224998,51.25,50.529999,51.075001,74596400
2019/5/14,46.602501,47.424999,46.352501,47.165001,146118800,46.4597508,49,2019/6/11,28,5.468%,2019/5/13,46.927502,47.369999,45.712502,46.43,229722400
2019/5/15,46.567501,47.9375,46.505001,47.73,106178800,46.6482509,49.197498,2019/6/13,29,5.465%,2019/5/14,46.602501,47.424999,46.352501,47.165001,146118800
2019/4/23,51.107498,51.9375,50.974998,51.869999,93292000,51.0712482,53.827499,2019/5/1,8,5.397%,2019/4/22,50.7075,51.235001,50.584999,51.1325,77758000
2020/9/1,132.759995,134.800003,130.529999,134.179993,152470100,130.9569994,137.979996,2020/9/2,1,5.363%,2020/8/31,127.580002,131,126,129.039993,225702700
2019/11/8,64.672501,65.110001,64.212502,65.035004,69986400,64.3022519,67.75,2019/12/6,28,5.362%,2019/11/7,64.684998,65.087502,64.527496,64.857498,94940400
2019/9/11,54.517502,55.927502,54.432499,55.897499,177158400,54.5819993,57.482498,2019/10/7,26,5.314%,2019/9/10,53.465,54.195,52.927502,54.174999,127111600
2019/6/24,49.634998,50.040001,49.5425,49.645,72881600,49.5922501,52.227501,2019/7/23,29,5.314%,2019/6/21,49.700001,50.212502,49.537498,49.695,191202400
2019/6/18,49.012501,50.072498,48.802502,49.612499,106204000,48.9295016,51.5275,2019/7/16,28,5.310%,2019/6/17,48.224998,48.740002,48.0425,48.4725,58676400
2020/10/20,116.199997,118.980003,115.629997,117.510002,124423700,115.9649976,121.989998,2020/11/9,20,5.196%,2020/10/19,119.959999,120.419998,115.660004,115.980003,120639300
2020/1/13,77.910004,79.267502,77.787498,79.239998,121532000,77.9354984,81.962502,2020/1/29,16,5.167%,2020/1/10,77.650002,78.167503,77.0625,77.582497,140644800
2019/5/17,46.732498,47.724998,46.689999,47.25,131516400,46.7934989,49.197498,2019/6/13,27,5.137%,2019/5/16,47.477501,48.1175,47.209999,47.52,132125600
2020/10/19,119.959999,120.419998,115.660004,115.980003,120639300,116.1360034,121.989998,2020/11/9,21,5.041%,2020/10/16,121.279999,121.550003,118.809998,119.019997,115393800
2019/6/27,50.072498,50.392502,49.892502,49.935001,83598800,49.942502,52.432499,2019/7/26,29,4.986%,2019/6/26,49.442501,50.247501,49.337502,49.950001,104270000
2019/11/6,64.192497,64.372498,63.842499,64.309998,75864400,63.8954989,67.0625,2019/12/2,26,4.957%,2019/11/5,64.262497,64.547501,64.080002,64.282501,79897600
2019/11/4,64.332497,64.462502,63.845001,64.375,103272000,63.9067511,67.0625,2019/12/2,28,4.938%,2019/11/1,62.384998,63.982498,62.290001,63.955002,151125200
2020/1/16,78.397499,78.925003,78.022499,78.809998,108829200,78.1127494,81.962502,2020/1/29,13,4.928%,2020/1/15,77.962502,78.875,77.387497,77.834999,121923600
2019/11/14,65.9375,66.220001,65.525002,65.660004,89182800,65.5945019,68.824997,2019/12/13,29,4.925%,2019/11/13,65.282501,66.195,65.267502,66.1175,102734400
2019/11/7,64.684998,65.087502,64.527496,64.857498,94940400,64.5834966,67.75,2019/12/6,29,4.903%,2019/11/6,64.192497,64.372498,63.842499,64.309998,75864400
2019/8/1,53.474998,54.5075,51.685001,52.107498,216071600,51.9672509,54.5075,2019/8/1,0,4.888%,2019/7/31,54.105,55.342499,52.825001,53.259998,277125600
2020/1/14,79.175003,79.392502,78.042503,78.169998,161954400,78.1775029,81.962502,2020/1/29,15,4.842%,2020/1/13,77.910004,79.267502,77.787498,79.239998,121532000
2019/4/25,51.7075,51.939999,51.279999,51.32,74172800,51.345999,53.827499,2019/5/1,6,4.833%,2019/4/24,51.84,52.119999,51.762501,51.790001,70162400
2020/1/28,78.150002,79.599998,78.047501,79.422501,162234000,78.2027507,81.962502,2020/1/29,1,4.808%,2020/1/27,77.514999,77.942497,76.220001,77.237503,161940000
2019/7/1,50.7925,51.122501,50.162498,50.387501,109012000,50.2584983,52.66,2019/7/29,28,4.778%,2019/6/28,49.669998,49.875,49.262501,49.48,124442400
2019/11/11,64.574997,65.6175,64.57,65.550003,81821200,64.67475,67.75,2019/12/6,25,4.755%,2019/11/8,64.672501,65.110001,64.212502,65.035004,69986400
2020/2/24,74.315002,76.044998,72.307503,74.544998,222195200,72.6812525,76.044998,2020/2/24,0,4.628%,2020/2/21,79.654999,80.112503,77.625,78.262497,129554000
2020/10/12,120.059998,125.18,119.279999,124.400002,240226800,119.8699991,125.389999,2020/10/13,1,4.605%,2020/10/9,115.279999,117,114.919998,116.970001,100506900
2019/11/5,64.262497,64.547501,64.080002,64.282501,79897600,64.1267519,67.0625,2019/12/2,27,4.578%,2019/11/4,64.332497,64.462502,63.845001,64.375,103272000
2020/10/21,116.669998,118.709999,116.449997,116.870003,89946000,116.6759972,121.989998,2020/11/9,19,4.554%,2020/10/20,116.199997,118.980003,115.629997,117.510002,124423700
2019/6/21,49.700001,50.212502,49.537498,49.695,191202400,49.6049984,51.807499,2019/7/22,31,4.440%,2019/6/20,50.092499,50.1525,49.5075,49.865002,86056000
2019/6/19,49.919998,49.970001,49.327499,49.467499,84496800,49.3917492,51.5275,2019/7/16,27,4.324%,2019/6/18,49.012501,50.072498,48.802502,49.612499,106204000
2020/10/13,125.269997,125.389999,119.650002,121.099998,262330500,120.2240017,125.389999,2020/10/13,0,4.297%,2020/10/12,120.059998,125.18,119.279999,124.400002,240226800
2019/7/31,54.105,55.342499,52.825001,53.259998,277125600,53.0767508,55.342499,2019/7/31,0,4.269%,2019/7/30,52.189999,52.540001,51.827499,52.195,135742800
2019/11/13,65.282501,66.195,65.267502,66.1175,102734400,65.3602518,68.139999,2019/12/12,29,4.253%,2019/11/12,65.387497,65.697502,65.230003,65.489998,87388800
2020/9/9,117.260002,119.139999,115.260002,117.32,176940500,115.6480017,120.5,2020/9/10,1,4.195%,2020/9/8,113.949997,118.989998,112.68,112.82,231366600
2019/6/20,50.092499,50.1525,49.5075,49.865002,86056000,49.572,51.625,2019/7/19,29,4.141%,2019/6/19,49.919998,49.970001,49.327499,49.467499,84496800
2020/2/4,78.827499,79.910004,78.407501,79.712502,136616400,78.5577513,81.805,2020/2/12,8,4.134%,2020/2/3,76.074997,78.372498,75.555,77.165001,173985600
2019/2/7,43.099998,43.485001,42.584999,42.735001,126966800,42.6749992,44.4375,2019/3/4,25,4.130%,2019/2/6,43.662498,43.892502,43.212502,43.560001,112958400
2019/5/16,47.477501,48.1175,47.209999,47.52,132125600,47.3007491,49.197498,2019/6/13,28,4.010%,2019/5/15,46.567501,47.9375,46.505001,47.73,106178800
2020/2/10,78.544998,80.387497,78.462502,80.387497,109348800,78.6550015,81.805,2020/2/12,2,4.005%,2020/2/7,80.592499,80.849998,79.5,80.0075,117684000
2020/1/17,79.067497,79.684998,78.75,79.682503,137816400,78.8434998,81.962502,2020/1/29,12,3.956%,2020/1/16,78.397499,78.925003,78.022499,78.809998,108829200
2019/4/24,51.84,52.119999,51.762501,51.790001,70162400,51.7982508,53.827499,2019/5/1,7,3.918%,2019/4/23,51.107498,51.9375,50.974998,51.869999,93292000
2019/11/12,65.387497,65.697502,65.230003,65.489998,87388800,65.2767529,67.775002,2019/12/11,29,3.827%,2019/11/11,64.574997,65.6175,64.57,65.550003,81821200
2020/1/23,79.480003,79.889999,78.912498,79.807503,104472000,79.0102481,81.962502,2020/1/29,6,3.737%,2020/1/22,79.644997,79.997498,79.327499,79.425003,101832400
2020/12/28,133.990005,137.339996,133.509995,136.690002,124486200,133.8929951,138.789993,2020/12/29,1,3.657%,2020/12/24,131.320007,133.460007,131.100006,131.970001,54930100
2020/1/21,79.297501,79.754997,79,79.142502,110843200,79.0754997,81.962502,2020/1/29,8,3.651%,2020/1/17,79.067497,79.684998,78.75,79.682503,137816400
2019/9/12,56.200001,56.605,55.715,55.772499,128906800,55.804,57.610001,2019/10/10,28,3.236%,2019/9/11,54.517502,55.927502,54.432499,55.897499,177158400
2020/1/22,79.644997,79.997498,79.327499,79.425003,101832400,79.3944989,81.962502,2020/1/29,7,3.234%,2020/1/21,79.297501,79.754997,79,79.142502,110843200
2020/3/4,74.110001,75.849998,73.282501,75.684998,219178400,73.5392507,75.849998,2020/3/4,0,3.142%,2020/3/3,75.917503,76,71.449997,72.330002,319475600
2020/3/11,69.347504,70.305,67.964996,68.857498,255598800,68.1989964,70.305,2020/3/11,0,3.088%,2020/3/10,69.285004,71.610001,67.342499,71.334999,285290000
2020/1/24,80.0625,80.832497,79.379997,79.577499,146537600,79.525247,81.962502,2020/1/29,5,3.065%,2020/1/23,79.480003,79.889999,78.912498,79.807503,104472000
2020/3/6,70.5,72.705002,70.307503,72.2575,226176800,70.5472529,72.705002,2020/3/6,0,3.059%,2020/3/5,73.879997,74.887497,72.852501,73.230003,187572800
2020/2/18,78.839996,79.9375,78.652496,79.75,152531200,78.7809964,81.162498,2020/2/20,2,3.023%,2020/2/14,81.184998,81.495003,80.712502,81.237503,80113600
2020/10/15,118.720001,121.199997,118.150002,120.709999,112559200,118.4550015,121.989998,2020/11/9,25,2.984%,2020/10/14,121,123.029999,119.620003,121.190002,151062300
2020/12/29,138.050003,138.789993,134.339996,134.869995,121047300,134.7849957,138.789993,2020/12/29,0,2.971%,2020/12/28,133.990005,137.339996,133.509995,136.690002,124486200
2019/2/5,43.215,43.77,43.087502,43.544998,144406400,43.1557518,44.4375,2019/3/4,27,2.970%,2019/2/4,41.852501,42.915001,41.82,42.8125,125982000
2019/5/7,51.470001,51.855,50.2075,50.715,155054800,50.37225,51.855,2019/5/7,0,2.944%,2019/5/6,51.072498,52.209999,50.875,52.119999,129772400
2020/2/21,79.654999,80.112503,77.625,78.262497,129554000,77.8737503,80.112503,2020/2/21,0,2.875%,2020/2/20,80.657501,81.162498,79.552498,80.074997,100566000
2019/5/10,49.355,49.712502,48.192501,49.294998,164834800,48.3445011,49.712502,2019/5/10,0,2.830%,2019/5/9,50.099998,50.419998,49.165001,50.18,139634400
2020/2/7,80.592499,80.849998,79.5,80.0075,117684000,79.6349998,81.805,2020/2/12,5,2.725%,2020/2/6,80.642502,81.305,80.065002,81.302498,105425600
2019/2/6,43.662498,43.892502,43.212502,43.560001,112958400,43.280502,44.4375,2019/3/4,26,2.673%,2019/2/5,43.215,43.77,43.087502,43.544998,144406400
2019/5/1,52.470001,53.827499,52.307499,52.630001,259309200,52.459499,53.827499,2019/5/1,0,2.608%,2019/4/30,50.764999,50.849998,49.7775,50.1675,186139600
2020/10/14,121,123.029999,119.620003,121.190002,151062300,119.9610026,123.029999,2020/10/14,0,2.558%,2020/10/13,125.269997,125.389999,119.650002,121.099998,262330500
2020/3/5,73.879997,74.887497,72.852501,73.230003,187572800,73.0560006,74.887497,2020/3/5,0,2.507%,2020/3/4,74.110001,75.849998,73.282501,75.684998,219178400
2020/2/11,80.900002,80.974998,79.677498,79.902496,94323200,79.807248,81.805,2020/2/12,1,2.503%,2020/2/10,78.544998,80.387497,78.462502,80.387497,109348800
2020/1/30,80.135002,81.022499,79.6875,80.967499,126743200,79.8209999,81.805,2020/2/12,13,2.486%,2020/1/29,81.112503,81.962502,80.345001,81.084999,216229200
2020/10/16,121.279999,121.550003,118.809998,119.019997,115393800,119.0839985,121.989998,2020/11/9,24,2.440%,2020/10/15,118.720001,121.199997,118.150002,120.709999,112559200
2020/2/5,80.879997,81.190002,79.737503,80.362503,118826800,79.8827529,81.805,2020/2/12,7,2.406%,2020/2/4,78.827499,79.910004,78.407501,79.712502,136616400
2019/5/6,51.072498,52.209999,50.875,52.119999,129772400,51.0084999,52.209999,2019/5/6,0,2.355%,2019/5/3,52.7225,52.959999,52.557499,52.9375,83569600
2019/5/9,50.099998,50.419998,49.165001,50.18,139634400,49.2905007,50.419998,2019/5/9,0,2.292%,2019/5/8,50.474998,51.334999,50.4375,50.724998,105358000
2020/12/31,134.080002,134.740005,131.720001,132.690002,99116600,132.0220014,134.740005,2020/12/31,0,2.059%,2020/12/30,135.580002,135.990005,133.399994,133.720001,96452100
2020/2/6,80.642502,81.305,80.065002,81.302498,105425600,80.1890018,81.805,2020/2/12,6,2.015%,2020/2/5,80.879997,81.190002,79.737503,80.362503,118826800
2019/5/2,52.459999,53.162498,52.032501,52.287498,127985200,52.1455007,53.162498,2019/5/2,0,1.950%,2019/5/1,52.470001,53.827499,52.307499,52.630001,259309200
2020/2/20,80.657501,81.162498,79.552498,80.074997,100566000,79.713498,81.162498,2020/2/20,0,1.818%,2020/2/19,80,81.142502,80,80.904999,93984000
2020/1/29,81.112503,81.962502,80.345001,81.084999,216229200,80.5067511,81.962502,2020/1/29,0,1.808%,2020/1/28,78.150002,79.599998,78.047501,79.422501,162234000
2020/12/30,135.580002,135.990005,133.399994,133.720001,96452100,133.6589951,135.990005,2020/12/30,0,1.744%,2020/12/29,138.050003,138.789993,134.339996,134.869995,121047300
2020/2/12,80.3675,81.805,80.3675,81.800003,113730400,80.51125,81.805,2020/2/12,0,1.607%,2020/2/11,80.900002,80.974998,79.677498,79.902496,94323200
2019/5/8,50.474998,51.334999,50.4375,50.724998,105358000,50.5272499,51.334999,2019/5/8,0,1.599%,2019/5/7,51.470001,51.855,50.2075,50.715,155054800
2020/2/19,80,81.142502,80,80.904999,93984000,80.1142502,81.162498,2020/2/20,1,1.308%,2020/2/18,78.839996,79.9375,78.652496,79.75,152531200
2020/2/14,81.184998,81.495003,80.712502,81.237503,80113600,80.7907521,81.495003,2020/2/14,0,0.872%,2020/2/13,81.047501,81.555,80.837502,81.217499,94747600
2020/2/13,81.047501,81.555,80.837502,81.217499,94747600,80.9092518,81.555,2020/2/13,0,0.798%,2020/2/12,80.3675,81.805,80.3675,81.800003,113730400
2019/5/3,52.7225,52.959999,52.557499,52.9375,83569600,52.597749,52.959999,2019/5/3,0,0.689%,2019/5/2,52.459999,53.162498,52.032501,52.287498,127985200
